"name","sex","election_type","district","party","initials","position"
"Doña María del Mar Angulo","1","senate","SORIA","PARTIDO POPULAR","PP","1"
"Don Gerardo Martínez","0","senate","SORIA","PARTIDO POPULAR","PP","2"
"Don Tomás Cabezón","0","senate","SORIA","PARTIDO POPULAR","PP","3"
"Doña María Irigoyen","1","senate","SORIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Don Jesús Manuel Alonso","0","senate","SORIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Doña Asunción Medrano","1","senate","SORIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Don José Luis Palomar","0","senate","SORIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Jesús Ciria García de la","0","senate","SORIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Doña María de las Mercedes Melendo","1","senate","SORIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Doña Teresa Madrid Molina","1","senate","SORIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"Don Aarón Atanasio Romero Martín","0","senate","SORIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Doña Ana Isabel García Garcés","1","senate","SORIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Don Jorge Juan Ramiro","0","senate","SORIA","PODEMOS","PODEMOS","1"
"Doña María Luisa Muñoz","1","senate","SORIA","PODEMOS","PODEMOS","2"
"Don José Antonio Beltrán","0","senate","SORIA","PODEMOS","PODEMOS","3"
"Don Jesús Prieto","0","senate","SORIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don José Manuel Melero","0","senate","SORIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Doña Beatriz García-Risco","1","senate","SORIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Sergio del Campo","1","congress","TARRAGONA","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","1"
"José Antonio Quesada","1","congress","TARRAGONA","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","2"
"Vicente Castillo","1","congress","TARRAGONA","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","3"
"Josefa Méndez","1","congress","TARRAGONA","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","4"
"Maria Luz Ramírez","1","congress","TARRAGONA","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","5"
"Mary Carmen Fernández","1","congress","TARRAGONA","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","6"
"Joan Ruiz i","1","congress","TARRAGONA","PARTIT DELS SOCIALISTES DE CATALUNYA","PSC-PSOE)","1"
"Diana Salvadó","1","congress","TARRAGONA","PARTIT DELS SOCIALISTES DE CATALUNYA","PSC-PSOE)","2"
"Víctor Alcoverro","1","congress","TARRAGONA","PARTIT DELS SOCIALISTES DE CATALUNYA","PSC-PSOE)","3"
"Teresa Esmel","1","congress","TARRAGONA","PARTIT DELS SOCIALISTES DE CATALUNYA","PSC-PSOE)","4"
"Alfons Ribas","1","congress","TARRAGONA","PARTIT DELS SOCIALISTES DE CATALUNYA","PSC-PSOE)","5"
"Sofia Acosta","1","congress","TARRAGONA","PARTIT DELS SOCIALISTES DE CATALUNYA","PSC-PSOE)","6"
"Jordi Salvador i Duch","1","congress","TARRAGONA","ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ","ERC-CATSI","1"
"Josep Maria Pallàs i","1","congress","TARRAGONA","ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ","ERC-CATSI","2"
"Maria del Carme Navarro i","1","congress","TARRAGONA","ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ","ERC-CATSI","3"
"Lluís Navarrete i","1","congress","TARRAGONA","ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ","ERC-CATSI","4"
"Anna Chillida i","1","congress","TARRAGONA","ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ","ERC-CATSI","5"
"Muntsa Cabetas i","1","congress","TARRAGONA","ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ","ERC-CATSI","6"
"Jordi Roca","1","congress","TARRAGONA","PARTIDO POPULAR","PP","1"
"Juan Bertomeu","1","congress","TARRAGONA","PARTIDO POPULAR","PP","2"
"Silvia Pujol","1","congress","TARRAGONA","PARTIDO POPULAR","PP","3"
"Francisco Ripoll","1","congress","TARRAGONA","PARTIDO POPULAR","PP","4"
"Maria Borràs","1","congress","TARRAGONA","PARTIDO POPULAR","PP","5"
"Ana Isabel Rubio","1","congress","TARRAGONA","PARTIDO POPULAR","PP","6"
"Andrés Peñalver","1","congress","TARRAGONA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"María Victoria Sánchez","1","congress","TARRAGONA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Bernardo Palmas","1","congress","TARRAGONA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Rosario García","1","congress","TARRAGONA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Raúl Faustino Parada","1","congress","TARRAGONA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Rosario Belizón","1","congress","TARRAGONA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Felix Alonso","1","congress","TARRAGONA","EN COMÚ PODEM","EN COMÚ","1"
"Yolanda López","1","congress","TARRAGONA","EN COMÚ PODEM","EN COMÚ","2"
"Alba Font","1","congress","TARRAGONA","EN COMÚ PODEM","EN COMÚ","3"
"Maria Isabel Bou","1","congress","TARRAGONA","EN COMÚ PODEM","EN COMÚ","4"
"José Vicente Pruñonosa","1","congress","TARRAGONA","EN COMÚ PODEM","EN COMÚ","5"
"Maria Argaño Sentís","1","congress","TARRAGONA","EN COMÚ PODEM","EN COMÚ","6"
"Francisco Ester","1","senate","TARRAGONA","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","1"
"Fernando Pecino","1","senate","TARRAGONA","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","2"
"María Carme Margalef","1","senate","TARRAGONA","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","3"
"Joan Sabaté","1","senate","TARRAGONA","PARTIT DELS SOCIALISTES DE CATALUNYA","PSC-PSOE)","1"
"Maria Jesús Sequera","1","senate","TARRAGONA","PARTIT DELS SOCIALISTES DE CATALUNYA","PSC-PSOE)","2"
"Josep Fèlix Ballesteros","1","senate","TARRAGONA","PARTIT DELS SOCIALISTES DE CATALUNYA","PSC-PSOE)","3"
"Miquel Aubà i Fleix","1","senate","TARRAGONA","ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ","ERC-CATSI","1"
"Josep Rufà i","1","senate","TARRAGONA","ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ","ERC-CATSI","2"
"Laura Castel i Fort","1","senate","TARRAGONA","ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ","ERC-CATSI","3"
"Sebastià Domènech","1","senate","TARRAGONA","PARTIDO POPULAR","PP","1"
"José Juan Acero de","1","senate","TARRAGONA","PARTIDO POPULAR","PP","2"
"Núria Gómez","1","senate","TARRAGONA","PARTIDO POPULAR","PP","3"
"Juan Antonio Navarro","1","senate","TARRAGONA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Óscar Torres","1","senate","TARRAGONA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"María Dolores Muñoz","1","senate","TARRAGONA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Celia Casanovas Essard","1","senate","TARRAGONA","EN COMÚ PODEM","EN COMÚ","1"
"Inmaculada Sánchez Fernández","1","senate","TARRAGONA","EN COMÚ PODEM","EN COMÚ","2"
"Ricardo Redondo Moltó","1","senate","TARRAGONA","EN COMÚ PODEM","EN COMÚ","3"
"Manuel Blasco Marqués","1","congress","TERUEL","PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS","PP-PAR","1"
"José Alberto Herrero Bono","1","congress","TERUEL","PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS","PP-PAR","2"
"Olga Sánchez Sánchez","1","congress","TERUEL","PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS","PP-PAR","3"
"Ignacio Urquizu","1","congress","TERUEL","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Silvia Inés Gimeno","1","congress","TERUEL","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Carlos Casares","1","congress","TERUEL","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Nomaya Prats","1","congress","TERUEL","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Francisco Blas","1","congress","TERUEL","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Antonio Miguel","1","congress","TERUEL","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Daniel Palomo Espallargas (UNIDAD POPULAR EN","1","congress","TERUEL","UNIDAD POPULAR EN ARAGÓN: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN","IU-CHA-UPeC","1"
"Beatriz Llombart Sancho (UNIDAD POPULAR EN","1","congress","TERUEL","UNIDAD POPULAR EN ARAGÓN: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN","IU-CHA-UPeC","2"
"Alejo Luis Galve Álvarez (UNIDAD POPULAR EN","1","congress","TERUEL","UNIDAD POPULAR EN ARAGÓN: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN","IU-CHA-UPeC","3"
"Abel Sancho","1","congress","TERUEL","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Natalia González","1","congress","TERUEL","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"David Rodrigo","1","congress","TERUEL","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"María Galindo","1","congress","TERUEL","PODEMOS","PODEMOS","1"
"Emma Elizabeth Parra","1","congress","TERUEL","PODEMOS","PODEMOS","2"
"Francisco Javier Villarroya","1","congress","TERUEL","PODEMOS","PODEMOS","3"
"María Carmen Isabel Pobo Sánchez","1","senate","TERUEL","PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS","PP-PAR","1"
"Miguel Ángel Estevan Serrano","1","senate","TERUEL","PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS","PP-PAR","2"
"Raquel Clemente Muñoz","1","senate","TERUEL","PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS","PP-PAR","3"
"María Perla Borau","1","senate","TERUEL","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Joaquín Noe","1","senate","TERUEL","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"María José Lázaro","1","senate","TERUEL","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Juan Ramón Castaño","1","senate","TERUEL","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Mario Ortiz","1","senate","TERUEL","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Alejandra Ferrer","1","senate","TERUEL","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"María Peña Martínez Rubio (UNIDAD POPULAR EN","1","senate","TERUEL","UNIDAD POPULAR EN ARAGÓN: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN","IU-CHA-UPeC","1"
"Noelia Alegre Bielsa (UNIDAD POPULAR EN","1","senate","TERUEL","UNIDAD POPULAR EN ARAGÓN: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN","IU-CHA-UPeC","2"
"Miguel Israel Forner Calvo (UNIDAD POPULAR EN","1","senate","TERUEL","UNIDAD POPULAR EN ARAGÓN: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN","IU-CHA-UPeC","3"
"David Rodrigo","1","senate","TERUEL","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"María Jesús Bueno","1","senate","TERUEL","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Mariano Antonio Va","1","senate","TERUEL","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Javier Sumelzo","1","senate","TERUEL","PODEMOS","PODEMOS","1"
"María Isabel Espes","1","senate","TERUEL","PODEMOS","PODEMOS","2"
"Agustín Clavero","1","senate","TERUEL","PODEMOS","PODEMOS","3"
"Doña María Dolores Cospedal","1","congress","TOLEDO","PARTIDO POPULAR","PP","1"
"Don Arturo García-Tizón","0","congress","TOLEDO","PARTIDO POPULAR","PP","2"
"Don Agustín Conde","0","congress","TOLEDO","PARTIDO POPULAR","PP","3"
"Don Francisco Vañó","0","congress","TOLEDO","PARTIDO POPULAR","PP","4"
"Doña Rocio López","1","congress","TOLEDO","PARTIDO POPULAR","PP","5"
"Doña María Remedios Gordo","1","congress","TOLEDO","PARTIDO POPULAR","PP","6"
"Don Ramón Luis Molinary","0","congress","TOLEDO","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Miguel Millán","0","congress","TOLEDO","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Doña Esther la Rosa","1","congress","TOLEDO","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Doña María José Rufo","1","congress","TOLEDO","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","4"
"Doña Lucía Castro","1","congress","TOLEDO","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","5"
"Don Raúl Martín","0","congress","TOLEDO","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","6"
"Doña Guadalupe Martín","1","congress","TOLEDO","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Don José Miguel Camacho","0","congress","TOLEDO","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Doña Esther Padilla","1","congress","TOLEDO","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Don Luis José Domínguez","0","congress","TOLEDO","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","4"
"Doña Estela Briceño","1","congress","TOLEDO","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","5"
"Don Sergio Jaime","0","congress","TOLEDO","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","6"
"Doña María Olga Ávalos Rebollo","1","congress","TOLEDO","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"Don Gaspar Torres Collado (UNIDAD POPULAR EN","0","congress","TOLEDO","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Doña Yolanda Jiménez Redondo (UNIDAD POPULAR EN","1","congress","TOLEDO","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Don Ricardo Gayol Rodríguez","0","congress","TOLEDO","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","4"
"Doña María Antonia Ramos Plaza","1","congress","TOLEDO","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","5"
"Don Juan Manuel Mota López (UNIDAD POPULAR EN","0","congress","TOLEDO","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","6"
"Doña María del Pilar Alonso","1","congress","TOLEDO","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don Tomás Morales","0","congress","TOLEDO","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don José Francisco Gil","0","congress","TOLEDO","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña María Estrella Pérez","1","congress","TOLEDO","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Doña Eva María Lominchar","1","congress","TOLEDO","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Don Eduardo Guardiola","0","congress","TOLEDO","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Doña María Gloria Elizo","1","congress","TOLEDO","PODEMOS","PODEMOS","1"
"Doña María Concepción Rojo","1","congress","TOLEDO","PODEMOS","PODEMOS","2"
"Doña Silvia Casado","1","congress","TOLEDO","PODEMOS","PODEMOS","3"
"Don Alejandro Hernández","0","congress","TOLEDO","PODEMOS","PODEMOS","4"
"Don Francisco Javier González","0","congress","TOLEDO","PODEMOS","PODEMOS","5"
"Don José Ernesto Vaca-Pereira","0","congress","TOLEDO","PODEMOS","PODEMOS","6"
"Doña Carmen Riolobos","1","senate","TOLEDO","PARTIDO POPULAR","PP","1"
"Don Tomás Burgos","0","senate","TOLEDO","PARTIDO POPULAR","PP","2"
"Don Jesús Labrador","0","senate","TOLEDO","PARTIDO POPULAR","PP","3"
"Don Jonathan Bermejo","0","senate","TOLEDO","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Luis Miguel Uzquiano","0","senate","TOLEDO","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Doña Miriam Dorado","1","senate","TOLEDO","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Don Félix Ortega","0","senate","TOLEDO","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Doña Nuria del Rosario Herrero","1","senate","TOLEDO","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Don David Talavera","0","senate","TOLEDO","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Doña María Victoria Hidalgo","1","senate","TOLEDO","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"Don Fidel Cardero","0","senate","TOLEDO","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Don Eloy Prol","0","senate","TOLEDO","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Don Félix Romero","0","senate","TOLEDO","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña Amanda de Lucio","1","senate","TOLEDO","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don Ángel Velasco","0","senate","TOLEDO","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña Cecilia Redondo","1","senate","TOLEDO","PODEMOS","PODEMOS","1"
"Don Juan Turón de","0","senate","TOLEDO","PODEMOS","PODEMOS","2"
"Doña Sayla Gutiérrez","1","senate","TOLEDO","PODEMOS","PODEMOS","3"
"Doña Ana María Botella","1","congress","VALENCIA/VALÈNCIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Don José Luis Ábalos","0","congress","VALENCIA/VALÈNCIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Doña María Such","1","congress","VALENCIA/VALÈNCIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Don Ciprià Císcar","0","congress","VALENCIA/VALÈNCIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","4"
"Doña Alicia Piquer","1","congress","VALENCIA/VALÈNCIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","5"
"Don Antonio Quintana","0","congress","VALENCIA/VALÈNCIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","6"
"Doña Elisa Valía","1","congress","VALENCIA/VALÈNCIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","7"
"Don José Joaquín Planells","0","congress","VALENCIA/VALÈNCIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","8"
"Doña Romina María del Rey","1","congress","VALENCIA/VALÈNCIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","9"
"Don Pedro Vicente","0","congress","VALENCIA/VALÈNCIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","10"
"Doña Claudia Suárez","1","congress","VALENCIA/VALÈNCIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","11"
"Don Juan Carlos Requena","0","congress","VALENCIA/VALÈNCIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","12"
"Doña María Carmen Jávega del","1","congress","VALENCIA/VALÈNCIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","13"
"Don Juan Rafael Espí","0","congress","VALENCIA/VALÈNCIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","14"
"Doña María Teresa Prieto","1","congress","VALENCIA/VALÈNCIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","15"
"Don Vicente Ten","0","congress","VALENCIA/VALÈNCIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Toni Cantó García del","0","congress","VALENCIA/VALÈNCIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Don Juan Domingo Muñoz","0","congress","VALENCIA/VALÈNCIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Doña Nuria Galvany","1","congress","VALENCIA/VALÈNCIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","4"
"Doña Patricia Galiana","1","congress","VALENCIA/VALÈNCIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","5"
"Don Luis Arquillos","0","congress","VALENCIA/VALÈNCIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","6"
"Don José Vicente Aleixandre","0","congress","VALENCIA/VALÈNCIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","7"
"Doña Asunción Sanchis","1","congress","VALENCIA/VALÈNCIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","8"
"Don Ricardo Yaya","0","congress","VALENCIA/VALÈNCIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","9"
"Doña María José Miquel","1","congress","VALENCIA/VALÈNCIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","10"
"Don Vicente Raga","0","congress","VALENCIA/VALÈNCIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","11"
"Don Salvador Martínez","0","congress","VALENCIA/VALÈNCIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","12"
"Doña María Amparo Moya","1","congress","VALENCIA/VALÈNCIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","13"
"Don Daniel Bellod","0","congress","VALENCIA/VALÈNCIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","14"
"Doña María Derqui","1","congress","VALENCIA/VALÈNCIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","15"
"Don Ricardo Sixto","0","congress","VALENCIA/VALÈNCIA","UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN","EUPV-UPeC","1"
"Doña Roser Maestro","1","congress","VALENCIA/VALÈNCIA","UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN","EUPV-UPeC","2"
"Don Francisco Javier Parra","0","congress","VALENCIA/VALÈNCIA","UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN","EUPV-UPeC","3"
"Doña Conxa Querol","1","congress","VALENCIA/VALÈNCIA","UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN","EUPV-UPeC","4"
"Don Josep Vicent Langa","0","congress","VALENCIA/VALÈNCIA","UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN","EUPV-UPeC","5"
"Doña Dulce María Escribà","1","congress","VALENCIA/VALÈNCIA","UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN","EUPV-UPeC","6"
"Don Gumersindo Pardo","0","congress","VALENCIA/VALÈNCIA","UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN","EUPV-UPeC","7"
"Doña Patricia Martínez","1","congress","VALENCIA/VALÈNCIA","UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN","EUPV-UPeC","8"
"Don Marc Vendrell","0","congress","VALENCIA/VALÈNCIA","UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN","EUPV-UPeC","9"
"Doña Patricia Salgado","1","congress","VALENCIA/VALÈNCIA","UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN","EUPV-UPeC","10"
"Don Rafael Pérez","0","congress","VALENCIA/VALÈNCIA","UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN","EUPV-UPeC","11"
"Doña María Purificación Martí","1","congress","VALENCIA/VALÈNCIA","UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN","EUPV-UPeC","12"
"Don Juan Cervera","0","congress","VALENCIA/VALÈNCIA","UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN","EUPV-UPeC","13"
"Doña Julia Sánchez","1","congress","VALENCIA/VALÈNCIA","UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN","EUPV-UPeC","14"
"Don Rafael García","0","congress","VALENCIA/VALÈNCIA","UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN","EUPV-UPeC","15"
"Doña Elena María Bastidas","1","congress","VALENCIA/VALÈNCIA","PARTIDO POPULAR","PP","1"
"Doña Belén Hoyo","1","congress","VALENCIA/VALÈNCIA","PARTIDO POPULAR","PP","2"
"Don Rubén Moreno","0","congress","VALENCIA/VALÈNCIA","PARTIDO POPULAR","PP","3"
"Don José María Chiquillo","0","congress","VALENCIA/VALÈNCIA","PARTIDO POPULAR","PP","4"
"Don Juan Vicente Pérez","0","congress","VALENCIA/VALÈNCIA","PARTIDO POPULAR","PP","5"
"Don Óscar Gamazo","0","congress","VALENCIA/VALÈNCIA","PARTIDO POPULAR","PP","6"
"Don Ignacio Gil","0","congress","VALENCIA/VALÈNCIA","PARTIDO POPULAR","PP","7"
"Don Jaime López","0","congress","VALENCIA/VALÈNCIA","PARTIDO POPULAR","PP","8"
"Doña Teresa García","1","congress","VALENCIA/VALÈNCIA","PARTIDO POPULAR","PP","9"
"Doña Verónica Alcocer","1","congress","VALENCIA/VALÈNCIA","PARTIDO POPULAR","PP","10"
"Don Vicente Ferrer","0","congress","VALENCIA/VALÈNCIA","PARTIDO POPULAR","PP","11"
"Don Pedro García","0","congress","VALENCIA/VALÈNCIA","PARTIDO POPULAR","PP","12"
