"name","sex","election_type","district","party","initials","position"
"Doña Raquel García","1","congress","JAÉN","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA,UPeC","5"
"Don Andrés Bódalo","0","congress","JAÉN","PODEMOS","PODEMOS","1"
"Doña María José Arco","1","congress","JAÉN","PODEMOS","PODEMOS","2"
"Don David Martínez","0","congress","JAÉN","PODEMOS","PODEMOS","3"
"Doña María Josefa Jiménez","1","congress","JAÉN","PODEMOS","PODEMOS","4"
"Don Benito Zambrano","0","congress","JAÉN","PODEMOS","PODEMOS","5"
"Doña Laura Berja","1","senate","JAÉN","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Don David Delgado","0","senate","JAÉN","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Don Pío Romulo Zelaya","0","senate","JAÉN","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Doña Dolores Ciudad","1","senate","JAÉN","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Gabriel Soria","0","senate","JAÉN","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Don Antonio Sutil","0","senate","JAÉN","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Don Gabino Puche","0","senate","JAÉN","PARTIDO POPULAR","PP","1"
"Doña Juana María Jiménez","1","senate","JAÉN","PARTIDO POPULAR","PP","2"
"Don José Juan Sánchez","0","senate","JAÉN","PARTIDO POPULAR","PP","3"
"Don Raúl Alberto García","0","senate","JAÉN","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña Juana Gutiérrez","1","senate","JAÉN","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Doña Isabel Gea","1","senate","JAÉN","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña Juana Cazorla","1","senate","JAÉN","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA,UPeC","1"
"Doña María Soledad Gutiérrez","1","senate","JAÉN","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA,UPeC","2"
"Don Victor Manuel Medina","0","senate","JAÉN","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA,UPeC","3"
"Don José Miguel López","0","senate","JAÉN","PODEMOS","PODEMOS","1"
"Doña Rosario Matitos","1","senate","JAÉN","PODEMOS","PODEMOS","2"
"Don Juan Manuel Aleo","0","senate","JAÉN","PODEMOS","PODEMOS","3"
"Don Enrique Bueno","0","congress","LEÓN","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Conrado García","0","congress","LEÓN","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","2"
"Doña María Olga Pérez","1","congress","LEÓN","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","3"
"Doña Gemma Villaroel","1","congress","LEÓN","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","4"
"Don Ignacio Alonso","0","congress","LEÓN","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C's","5"
"Don Eduardo Fernández","0","congress","LEÓN","PARTIDO POPULAR","PP","1"
"Don Manuel Cobo","0","congress","LEÓN","PARTIDO POPULAR","PP","2"
"Doña María del Carmen González","1","congress","LEÓN","PARTIDO POPULAR","PP","3"
"Doña Sara Pérez","1","congress","LEÓN","PARTIDO POPULAR","PP","4"
"Don David Fernández","0","congress","LEÓN","PARTIDO POPULAR","PP","5"
"Doña María Aurora Flórez","1","congress","LEÓN","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Don Ibán García del","0","congress","LEÓN","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Doña María Luisa González","1","congress","LEÓN","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Don Pablo López","0","congress","LEÓN","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","4"
"Doña Paula Rodríguez","1","congress","LEÓN","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","5"
"Doña Esther Ontañón","1","congress","LEÓN","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don Graciano Ramos","0","congress","LEÓN","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Doña María Cristina Espinosa","1","congress","LEÓN","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Don Ramón Rodríguez","0","congress","LEÓN","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Don Jose Manuel Rodríguez","0","congress","LEÓN","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Doña Ana Marcello","1","congress","LEÓN","PODEMOS","PODEMOS","1"
"Doña Olga Rodríguez","1","congress","LEÓN","PODEMOS","PODEMOS","2"
"Doña María Cruz Morán","1","congress","LEÓN","PODEMOS","PODEMOS","3"
"Don David Carracedo","0","congress","LEÓN","PODEMOS","PODEMOS","4"
"Don Plácido Martínez","0","congress","LEÓN","PODEMOS","PODEMOS","5"
"Doña Laura Fernández","1","congress","LEÓN","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"Don Ezequiel Caride","0","congress","LEÓN","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Doña María Pilar González","1","congress","LEÓN","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Don Joaquín Sarmiento","0","congress","LEÓN","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","4"
"Doña Leticia Cervantes","1","congress","LEÓN","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","5"
"Don Luis Aznar","0","senate","LEÓN","PARTIDO POPULAR","PP","1"
"Doña Esther Muñoz de la","1","senate","LEÓN","PARTIDO POPULAR","PP","2"
"Don Alfonso Rodríguez-Hevia","0","senate","LEÓN","PARTIDO POPULAR","PP","3"
"Don Ignacio Ramón López","0","senate","LEÓN","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Miguel Ángel Cuervo","0","senate","LEÓN","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Doña Rosa Luna","1","senate","LEÓN","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Don Graciliano Palomo","0","senate","LEÓN","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Doña Nuria Díaz de Geras","1","senate","LEÓN","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Don José Luis Martínez","0","senate","LEÓN","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Don Ángel Atienza","0","senate","LEÓN","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don Javier Castañeda","0","senate","LEÓN","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Doña Ana María García","1","senate","LEÓN","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña Emilia Luisa Esteban","1","senate","LEÓN","PODEMOS","PODEMOS","1"
"Doña María Luisa del Milagro Varela","1","senate","LEÓN","PODEMOS","PODEMOS","2"
"Don Raúl Martín","0","senate","LEÓN","PODEMOS","PODEMOS","3"
"Doña Susana Carballo","1","senate","LEÓN","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"Doña María Elena Fernández","1","senate","LEÓN","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Don Faustino Cañizares","0","senate","LEÓN","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Sra. Mónica Lafuente de la","1","congress","LLEIDA","PARTIT DELS SOCIALISTES DE CATALUNYA","PSC-PSOE","1"
"Sr. Guillermo Hervera","1","congress","LLEIDA","PARTIT DELS SOCIALISTES DE CATALUNYA","PSC-PSOE","2"
"Sra. Maria Dolors Vidal","1","congress","LLEIDA","PARTIT DELS SOCIALISTES DE CATALUNYA","PSC-PSOE","3"
"Sr. Eudald Ibars","1","congress","LLEIDA","PARTIT DELS SOCIALISTES DE CATALUNYA","PSC-PSOE","4"
"Sr. Miquel Padilla i","1","congress","LLEIDA","UNIÓ DEMOCRÁTICA DE CATALUNYA","UNIO.CAT","1"
"Sra. Imma Roca i","1","congress","LLEIDA","UNIÓ DEMOCRÁTICA DE CATALUNYA","UNIO.CAT","2"
"Sr. Ramon Gonzalez i","1","congress","LLEIDA","UNIÓ DEMOCRÁTICA DE CATALUNYA","UNIO.CAT","3"
"Sra. Lorena Jurado i","1","congress","LLEIDA","UNIÓ DEMOCRÁTICA DE CATALUNYA","UNIO.CAT","4"
"Sr. Xavier Eritja i","1","congress","LLEIDA","ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ","ERC-CATSI","1"
"Sra. Carme Lostao i","1","congress","LLEIDA","ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ","ERC-CATSI","2"
"Sr. Ramon Solé i","1","congress","LLEIDA","ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ","ERC-CATSI","3"
"Sra. Meritxell Bonjoch i","1","congress","LLEIDA","ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ","ERC-CATSI","4"
"Sr. José Ignacio Llorens","1","congress","LLEIDA","PARTIDO POPULAR","PP","1"
"Sra. María José Horcajada","1","congress","LLEIDA","PARTIDO POPULAR","PP","2"
"Sra. Irene Pardo","1","congress","LLEIDA","PARTIDO POPULAR","PP","3"
"Sr. Miguel Angel Balao","1","congress","LLEIDA","PARTIDO POPULAR","PP","4"
"Sr. Enrique Sanjurgo","1","congress","LLEIDA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Sra. Tanya Karina Pareja","1","congress","LLEIDA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Sr. Jacinto de Melchor i","1","congress","LLEIDA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Sra. Nuria Montserrat Guitián","1","congress","LLEIDA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Sr. Óscar Uceda","1","congress","LLEIDA","CIUDADANOS-PARTIDO DE LA CIUDADANíA","C's","1"
"Sr. Sergio Casanova","1","congress","LLEIDA","CIUDADANOS-PARTIDO DE LA CIUDADANíA","C's","2"
"Sra. Sofia Molinero","1","congress","LLEIDA","CIUDADANOS-PARTIDO DE LA CIUDADANíA","C's","3"
"Sra. Cristina Daza","1","congress","LLEIDA","CIUDADANOS-PARTIDO DE LA CIUDADANíA","C's","4"
"Sr. Jaume Moya","1","congress","LLEIDA","EN COMÚ PODEM","EN COMÚ","1"
"Sra. Victoria Pacheco","1","congress","LLEIDA","EN COMÚ PODEM","EN COMÚ","2"
"Sr. Eduard Puigpelat","1","congress","LLEIDA","EN COMÚ PODEM","EN COMÚ","3"
"Sra. Laia Martí","1","congress","LLEIDA","EN COMÚ PODEM","EN COMÚ","4"
"Sr. Francesc Boya","1","senate","LLEIDA","PARTIT DELS SOCIALISTES DE CATALUNYA","PSC-PSOE","1"
"Sra. Judit Alcalá","1","senate","LLEIDA","PARTIT DELS SOCIALISTES DE CATALUNYA","PSC-PSOE","2"
"Sr. Silveri Caro","1","senate","LLEIDA","PARTIT DELS SOCIALISTES DE CATALUNYA","PSC-PSOE","3"
"Sr. Joan Sangrà i","1","senate","LLEIDA","UNIO DEMOCRATICA DE CATALUNYA","UNIO.CAT","1"
"Sra. Montserrat Batlle i","1","senate","LLEIDA","UNIO DEMOCRATICA DE CATALUNYA","UNIO.CAT","2"
"Sr. Enric Montanya i","1","senate","LLEIDA","UNIO DEMOCRATICA DE CATALUNYA","UNIO.CAT","3"
"Sr. Miquel Àngel Estradé i","1","senate","LLEIDA","ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ","ERC-CATSI","1"
"Sra. Anna Azamar i","1","senate","LLEIDA","ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ","ERC-CATSI","2"
"Sr. Xavier Castellana i","1","senate","LLEIDA","ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ","ERC-CATSI","3"
"Sr. Simeó Abad","1","senate","LLEIDA","PARTIDO POPULAR","PP","1"
"Sr. Joaquim Alexandre","1","senate","LLEIDA","PARTIDO POPULAR","PP","2"
"Sra. Ana Cava","1","senate","LLEIDA","PARTIDO POPULAR","PP","3"
"Sra. Vanesa Tonda","1","senate","LLEIDA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Sr. Francisco Javier Gordo","1","senate","LLEIDA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Sr. Juan Agustín Sierra","1","senate","LLEIDA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Sr. Ramon Vilaltella","1","senate","LLEIDA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Sr. Daniel Rubio","1","senate","LLEIDA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Sra. Cristina Latorre","1","senate","LLEIDA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Sr. Karim Adrian Bouhout","1","senate","LLEIDA","EN COMÚ PODEM","EN COMÚ","1"
"Sra. Mercè Griño","1","senate","LLEIDA","EN COMÚ PODEM","EN COMÚ","2"
"Sra. Laura Teresa Pérez","1","senate","LLEIDA","EN COMÚ PODEM","EN COMÚ","3"
"Don Joaquín María García","0","congress","LUGO","PARTIDO POPULAR","PP","1"
"Don Jaime Eduardo de Olano","0","congress","LUGO","PARTIDO POPULAR","PP","2"
"Doña Mercedes Josefina González","1","congress","LUGO","PARTIDO POPULAR","PP","3"
"Doña María Ana de Jesús Fernández","1","congress","LUGO","PARTIDO POPULAR","PP","4"
"Doña Margarita Pérez","1","congress","LUGO","PARTIDO DOS SOCIALISTAS DE GALICIA-PSOE","PSdeG-PSOE","1"
"Don Iago Fernández","0","congress","LUGO","PARTIDO DOS SOCIALISTAS DE GALICIA-PSOE","PSdeG-PSOE","2"
"Doña Marta Jato","1","congress","LUGO","PARTIDO DOS SOCIALISTAS DE GALICIA-PSOE","PSdeG-PSOE","3"
"Don Rodrigo Pavón","0","congress","LUGO","PARTIDO DOS SOCIALISTAS DE GALICIA-PSOE","PSdeG-PSOE","4"
"Doña Isabel Ángela Cendán","1","congress","LUGO","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Jesús Pérez","0","congress","LUGO","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Don Óscar Regueiro","0","congress","LUGO","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Doña Raquel Jiménez","1","congress","LUGO","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","4"
"Don Agustín Gallego","0","congress","LUGO","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña Beatriz Seivane","1","congress","LUGO","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don Marcelino Montoto","0","congress","LUGO","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña María Luisa Velasco","1","congress","LUGO","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Don José Manuel Barreiro","0","senate","LUGO","PARTIDO POPULAR","PP","1"
"Don Dámaso López","0","senate","LUGO","PARTIDO POPULAR","PP","2"
"Doña Sandra Vázquez","1","senate","LUGO","PARTIDO POPULAR","PP","3"
"Don Ricardo Jacinto Varela","0","senate","LUGO","PARTIDO DOS SOCIALISTAS DE GALICIA-PSOE","PSdeG-PSOE","1"
"Doña Darya Fernández","1","senate","LUGO","PARTIDO DOS SOCIALISTAS DE GALICIA-PSOE","PSdeG-PSOE","2"
"Don Manuel Dacosta","0","senate","LUGO","PARTIDO DOS SOCIALISTAS DE GALICIA-PSOE","PSdeG-PSOE","3"
"Don Victor González","0","senate","LUGO","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Doña María Victoria García","1","senate","LUGO","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Don Manuel Vicente","0","senate","LUGO","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Doña Ana Isabel Argiz","1","senate","LUGO","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don Juan Carlos Ruíz","0","senate","LUGO","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don José Cando","0","senate","LUGO","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Don Mariano Rajoy","0","congress","MADRID","PARTIDO POPULAR","PP","1"
"Doña María Soraya Sáenz de Santamaría","1","congress","MADRID","PARTIDO POPULAR","PP","2"
"Doña Isabel García","1","congress","MADRID","PARTIDO POPULAR","PP","3"
"Don Cristóbal Ricardo Montoro","0","congress","MADRID","PARTIDO POPULAR","PP","4"
"Don Álvaro María Nadal","0","congress","MADRID","PARTIDO POPULAR","PP","5"
"Don Juan Carlos Vera","0","congress","MADRID","PARTIDO POPULAR","PP","6"
"Don José Luis Ayllón","0","congress","MADRID","PARTIDO POPULAR","PP","7"
"Doña María Teresa de Lara","1","congress","MADRID","PARTIDO POPULAR","PP","8"
"Doña María Carmen Álvarez-Arenas","1","congress","MADRID","PARTIDO POPULAR","PP","9"
"Don Teófilo de Luis","0","congress","MADRID","PARTIDO POPULAR","PP","10"
"Doña María Luz Bajo","1","congress","MADRID","PARTIDO POPULAR","PP","11"
"Don José Ignacio Echániz","0","congress","MADRID","PARTIDO POPULAR","PP","12"
"Don Antonio Pablo González","0","congress","MADRID","PARTIDO POPULAR","PP","13"
"Doña María Mar Blanco","1","congress","MADRID","PARTIDO POPULAR","PP","14"
"Don Francisco Martínez","0","congress","MADRID","PARTIDO POPULAR","PP","15"
"Doña Pilar Marcos","1","congress","MADRID","PARTIDO POPULAR","PP","16"
"Doña María Valentina Martínez","1","congress","MADRID","PARTIDO POPULAR","PP","17"
"Don Mariano Pérez-Hickman","0","congress","MADRID","PARTIDO POPULAR","PP","18"
"Doña Beatriz Rodríguez Salmones","1","congress","MADRID","PARTIDO POPULAR","PP","19"
"Don David Pérez","0","congress","MADRID","PARTIDO POPULAR","PP","20"
"Don Pedro Luis Tanco","0","congress","MADRID","PARTIDO POPULAR","PP","21"
"Don Víctor María Calvo-Sotelo","0","congress","MADRID","PARTIDO POPULAR","PP","22"
"Doña María Gador Ongil","1","congress","MADRID","PARTIDO POPULAR","PP","23"
"Don Diego Lora","0","congress","MADRID","PARTIDO POPULAR","PP","24"
"Doña María Isabel Orozco","1","congress","MADRID","PARTIDO POPULAR","PP","25"
"Don Alejo Joaquín Miranda de Larra","0","congress","MADRID","PARTIDO POPULAR","PP","26"
"Doña Isabel Natividad Díaz","1","congress","MADRID","PARTIDO POPULAR","PP","27"
"Don David Erguido","0","congress","MADRID","PARTIDO POPULAR","PP","28"
"Doña María Dolores Martínez","1","congress","MADRID","PARTIDO POPULAR","PP","29"
"Doña Ana Camins","1","congress","MADRID","PARTIDO POPULAR","PP","30"
"Doña María del Carmen Díaz de Bustamante","1","congress","MADRID","PARTIDO POPULAR","PP","31"
"Don Víctor Chacón","0","congress","MADRID","PARTIDO POPULAR","PP","32"
"Doña Ana Isabel Pérez","1","congress","MADRID","PARTIDO POPULAR","PP","33"
"Don Manuel Ortiz","0","congress","MADRID","PARTIDO POPULAR","PP","34"
"Doña Isabel Antonia Piqueras","1","congress","MADRID","PARTIDO POPULAR","PP","35"
"Don Ignacio García de Vinuesa","0","congress","MADRID","PARTIDO POPULAR","PP","36"
"Don Pedro Sánchez","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Doña Meritxell Batet","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Don Antonio Hernando","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Doña Irene Lozano Domingo","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","4"
"Don Rafael Simancas","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","5"
"Doña Zaida Cantera de Castro","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","6"
"Don Eduardo Madina","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","7"
"Doña Ángeles Álvarez","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","8"
"Don José Enrique Serrano","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","9"
"Doña Gema López","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","10"
"Don Manuel de la Rocha","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","11"
"Doña Elena Marín","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","12"
"Don Juan Ignacio Díaz","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","13"
"Doña Emiliana Vicente","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","14"
"Don José Manuel Rodríguez","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","15"
"Doña Sara Guisado","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","16"
"Don Julián Galán","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","17"
"Doña Consuelo Cruz","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","18"
"Don Álvaro Gómez","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","19"
"Doña María Ángeles Juliana García","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","20"
"Don Alejandro Martín","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","21"
"Doña Silvia Buabent","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","22"
"Don Héctor Criado de","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","23"
"Doña Alicia Carmen Miyares","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","24"
"Don Félix Bolaños","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","25"
"Doña Carolina Piña","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","26"
"Don Fernando Fernández","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","27"
"Doña Raquel Jimeno","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","28"
"Don Pedro Llorente","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","29"
"Doña María de la Cruz Sánchez","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","30"
"Don José Ignacio Prieto","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","31"
"Doña María Antonia Muro","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","32"
"Don Juan Luis Juárez","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","33"
"Doña Eva del Pilar Llarandi","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","34"
"Don Antonio Onetti","0","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","35"
"Doña Eva María Izquierdo","1","congress","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","36"
"Don Albert Rivera","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","1"
"Don Francisco de la Torre","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","2"
"Doña Marta Rivera de la","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","3"
"Don Miguel Angel Gutiérrez","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","4"
"Doña Patricia Isaura Reyes","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","5"
"Don Fernando Maura Barandiarán","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","6"
"Don Francisco Javier Hervías","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","7"
"Don Ignacio Sell","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","8"
"Doña Sofía Miranda","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","9"
"Doña Cristina López-Cobo","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","10"
"Don Roberto Hernández","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","11"
"Don Fernando Manuel Calatrava","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","12"
"Doña Sofía Fernández","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","13"
"Don Miguel Angel Lezcano","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","14"
"Doña Victoria Alonso","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","15"
"Don Juan Francisco Rubio","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","16"
"Don Tomás Vidal","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","17"
"Doña Pilar Liebana","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","18"
"Don Rafael Fernandez","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","19"
"Doña Verónica Priego","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","20"
"Don Alberto José Ruiz","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","21"
"Don Lucio Hernández","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","22"
"Doña Lorena Ruano","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","23"
"Don Angel Niño","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","24"
"Doña Esther María Saez","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","25"
"Don Omar Eliezer Nicolás","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","26"
"Doña María Belén Isabel del Pozo","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","27"
"Don Alberto Lamas","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","28"
"Don Oscar Barja","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","29"
