"name","sex","election_type","district","party","initials","position"
"Alejandro Martín Jiménez","0","congress","MADRID","Independiente","PSOE","21"
"Silvia Buabent Vallejo","1","congress","MADRID","Independiente","PSOE","22"
"Héctor Criado de Pastors","0","congress","MADRID","Independiente","PSOE","23"
"Alicia Carmen Miyares Fernández","1","congress","MADRID","Independiente","PSOE","24"
"Félix Bolaños García","0","congress","MADRID","Independiente","PSOE","25"
"Carolina Piña Ramírez","1","congress","MADRID","Independiente","PSOE","26"
"Fernando Fernández Lara","0","congress","MADRID","Independiente","PSOE","27"
"Raquel Jimeno Pérez","1","congress","MADRID","Independiente","PSOE","28"
"Pedro Llorente Rodríguez","0","congress","MADRID","Independiente","PSOE","29"
"María de la Cruz Sánchez García","1","congress","MADRID","Independiente","PSOE","30"
"José Ignacio Prieto García","0","congress","MADRID","Independiente","PSOE","31"
"María Antonia Muro Labella","1","congress","MADRID","Independiente","PSOE","32"
"Juan Luis Juárez Saavedra","0","congress","MADRID","Independiente","PSOE","33"
"Eva del Pilar Llarandi Arroyo","1","congress","MADRID","Independiente","PSOE","34"
"Antonio Onetti Téllez","0","congress","MADRID","Independiente","PSOE","35"
"Eva María Izquierdo Álvarez","1","congress","MADRID","Independiente","PSOE","36"
"Albert Rivera Diaz","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","1"
"Francisco de la Torre Diaz","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","2"
"Marta Rivera de la Cruz","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","3"
"Miguel Angel Gutiérrez Vivas","0","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","4"
"Patricia Isaura Reyes Rivera","1","congress","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","5"
"[u'Fernando Maura Barandiar\xe1n ']","0","congress","MADRID","Independiente","C's","6"
"Francisco Javier Hervías Chirosa","0","congress","MADRID","Independiente","C's","7"
"Ignacio Sell Trujillo","0","congress","MADRID","Independiente","C's","8"
"Sofía Miranda Esteban","1","congress","MADRID","Independiente","C's","9"
"Cristina López-Cobo Arroyo","1","congress","MADRID","Independiente","C's","10"
"Roberto Hernández Bláquez","0","congress","MADRID","Independiente","C's","11"
"Fernando Manuel Calatrava Lillo","0","congress","MADRID","Independiente","C's","12"
"Sofía Fernández Vazquez","1","congress","MADRID","Independiente","C's","13"
"Miguel Angel Lezcano López","0","congress","MADRID","Independiente","C's","14"
"Victoria Alonso Marquez","1","congress","MADRID","Independiente","C's","15"
"Juan Francisco Rubio Millán","0","congress","MADRID","Independiente","C's","16"
"Tomás Vidal Andrino","0","congress","MADRID","Independiente","C's","17"
"Pilar Liebana Soto","1","congress","MADRID","Independiente","C's","18"
"Rafael Fernandez Rodriguez","0","congress","MADRID","Independiente","C's","19"
"Verónica Priego Alvarez","1","congress","MADRID","Independiente","C's","20"
"Alberto José Ruiz Jimenez","0","congress","MADRID","Independiente","C's","21"
"Lucio Hernández García","0","congress","MADRID","Independiente","C's","22"
"Lorena Ruano Rueda","1","congress","MADRID","Independiente","C's","23"
"Angel Niño Quesada","0","congress","MADRID","Independiente","C's","24"
"Esther María Saez Sanz","1","congress","MADRID","Independiente","C's","25"
"Omar Eliezer Nicolás Rivera","0","congress","MADRID","Independiente","C's","26"
"María Belén Isabel del Pozo Gonzalez","1","congress","MADRID","Independiente","C's","27"
"Alberto Lamas Ferrer","0","congress","MADRID","Independiente","C's","28"
"Oscar Barja Conde","0","congress","MADRID","Independiente","C's","29"
"Belén Ortiz Calle","1","congress","MADRID","Independiente","C's","30"
"Gonzalo González Carrascal","0","congress","MADRID","Independiente","C's","31"
"Carmen Tomico del Río","1","congress","MADRID","Independiente","C's","32"
"Eva María Sanchez Rivera","1","congress","MADRID","Independiente","C's","33"
"Carlos Daniel Martínez Rodríguez","0","congress","MADRID","Independiente","C's","34"
"Estrella Martín Segurado","1","congress","MADRID","Independiente","C's","35"
"[u'Juan Jes\xfas Armas Marcelo ']","0","congress","MADRID","Independiente","C's","36"
"Andrés Herzog Sánchez","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Julio Lleonart Crespo","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"María Estíbaliz Ochoa Mendoza","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Rafael Calduch Cervera","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Esperanza Fernández Acedo","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Javier Ordóñez Monfort","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"María Cristina Muñoz Montes","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","7"
"Adolfo Villalba Rivas","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","8"
"Enrique Normand de la Sotilla","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","9"
"Carmen Madrigal Torrejón","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","10"
"Francisco David Alcobendas Morcillo","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","11"
"María Teresa Pascual González","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","12"
"Chafic el Hassan Baba","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","13"
"José Luis Pozuelo Nicolás","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","14"
"María Lourdes Fernández Alonso","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","15"
"Daniel Sanz Carrascal","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","16"
"Sergio Valderrama Serrano","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","17"
"Francisco Clemente Burcio","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","18"
"Ana Belén Francisco Salicio","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","19"
"Rosa María Reñones Fernández","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","20"
"Pedro Chamón López","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","21"
"Fernando Castellano Martín","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","22"
"Begoña Ortíz Fuentes","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","23"
"Iván Rodríguez García","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","24"
"Laura Domínguez Martín","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","25"
"Javier Bedmar Sanz","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","26"
"Pablo Nieva Quesada","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","27"
"Inés Teresa Rodríguez Losada","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","28"
"José Eladio Fernández Álvarez","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","29"
"Yolanda Laiseca Pretel","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","30"
"Alberto José López-Rosa Ciruelos","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","31"
"María Asunción Gómez Guillén","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","32"
"David Morón Sánchez","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","33"
"Elvira María García Piñeiro","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","34"
"Ramón Marcos Allo","0","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","35"
"Rosa Díez González","1","congress","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","36"
"Alberto Garzón Espinosa","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","1"
"Soledad Sánchez Maroto","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","2"
"Enrique Fernando Santiago Romero","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","3"
"Begoña Marugán Pintos","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","4"
"Víctor Alonso Rocafort","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","5"
"Áliva Díez Martínez","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","6"
"José Abelardo Andrés Llamas","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","7"
"Olga Sainz de Aja Iges","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","8"
"Margarita María Ferré Luparia","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","9"
"Alberto Pérez Mayoral","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","10"
"Lisbeth Rojas Mendoza","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","11"
"Jorge Vía Antezana","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","12"
"Raquel Libertad Jiménez Moreno","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","13"
"Ángel Álvarez-Escarpizo San Martín","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","14"
"Margarita Sainz Candela","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","15"
"Daniel Gismero Sanz","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","16"
"Leire Olmeda García","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","17"
"Jorge Rodera Sánchez-Maroto","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","18"
"María Teresa Pina Ledesma","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","19"
"José Castro Mateos","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","20"
"Lina Verónica Gallego Obieta","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","21"
"Moh'd Jamil Nafie Qasem","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","22"
"Eulalia Vaquero Gómez","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","23"
"Mariano Pérez Bravo","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","24"
"Laura Blázquez del Hierro","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","25"
"Francisco Javier Manrique Carmona","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","26"
"Haday López Portillo","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","27"
"Rafael Porrino Trenado","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","28"
"María Mercedes del Vas Rioja","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","29"
"Antonio Rodríguez Carrillo","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","30"
"María del Pilar León Oliva","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","31"
"Alfredo Jiménez Luengo","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","32"
"Sagrario Losada Martínez","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","33"
"Julio José Díez Escribano","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","34"
"Natalia María Muñoz-Casayús Latorre","1","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","35"
"Emilio Vicente Víctor Aguirre Papesh","0","congress","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","36"
"José Emilio Rodríguez Menéndez","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","1"
"José Luis González Sánchez","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","2"
"Jesús Santorio Lorenzo","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","3"
"Manuel Fernández Padin","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","4"
"Victor Murciano Cerdan","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","5"
"Mateo Echaverria San Segundo","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","6"
"José Carlos Ballester Masa","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","7"
"José Lazaro Pérez","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","8"
"Alfonzo Sánchez Jiménez","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","9"
"Ximena Alejandra Arriagada Cruz","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","10"
"Fátima Espinoza Castro","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","11"
"Raquel Peralez Enbuena","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","12"
"Esther Gladys Carmona Díaz","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","13"
"Vicente Murciano Cerdan","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","14"
"Noelia Marcos Toledo","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","15"
"Sara Gómez Cuenca","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","16"
"Rosa Elvira Castillo Riva","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","17"
"Roberto Jarai Moyano","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","18"
"Maria Edumila Castillo Riva","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","19"
"Enrique Echevarria Echavarria","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","20"
"Marta Estela Pérez Pérez","1","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","21"
"Mario Ignacio Matínez Palomar","0","congress","MADRID","PARTIDO SOCIAL DE LA JUSTICIA","PSJ","22"
"['Ignacio Garcia Berzoso ']","0","congress","MADRID","Independiente","PSJ","23"
"[u'Rosa Luz D\xedaz G\xf3mez ']","1","congress","MADRID","Independiente","PSJ","24"
"['Enrique Esgueva Bayo ']","0","congress","MADRID","Independiente","PSJ","25"
"[u'Jes\xfas Jim\xe9nez L\xf3pez ']","0","congress","MADRID","Independiente","PSJ","26"
"Maricarmen Márquez Vallesteros","1","congress","MADRID","Independiente","PSJ","27"
"Maricarmen Castillo Riva","1","congress","MADRID","Independiente","PSJ","28"
"[u'Eusebia Echevarria Echevarria ']","1","congress","MADRID","Independiente","PSJ","29"
"Antonio Flores Ascencios","0","congress","MADRID","Independiente","PSJ","30"
"Yrma Rosa Flores Ascencios","1","congress","MADRID","Independiente","PSJ","31"
"Pedro Leonardo Polo Cardenas","0","congress","MADRID","Independiente","PSJ","32"
"['Oscar Manuel Vargas-Machuca Yague ']","0","congress","MADRID","Independiente","PSJ","33"
"Mayra Noelia Polo Flores","1","congress","MADRID","Independiente","PSJ","34"
"[u'Consuelo Gabarri Gabarri ']","1","congress","MADRID","Independiente","PSJ","35"
"[u'Carmen Echevarria Echevarria ']","1","congress","MADRID","Independiente","PSJ","36"
"Pablo Iglesias Turrión","0","congress","MADRID","PODEMOS","PODEMOS","1"
"Carolina Bescansa Hernández","1","congress","MADRID","PODEMOS","PODEMOS","2"
"Iñigo Errejón Galván","0","congress","MADRID","PODEMOS","PODEMOS","3"
"Irene Montero Gil","1","congress","MADRID","PODEMOS","PODEMOS","4"
"Rafael Mayoral Perales","0","congress","MADRID","PODEMOS","PODEMOS","5"
"Tania Sánchez Melero","1","congress","MADRID","PODEMOS","PODEMOS","6"
"Pablo Bustinduy Amador","0","congress","MADRID","PODEMOS","PODEMOS","7"
"Belen Guerra Mansito","1","congress","MADRID","PODEMOS","PODEMOS","8"
"Jorge Lago Blasco","0","congress","MADRID","PODEMOS","PODEMOS","9"
"Maria Pastor Valdes","1","congress","MADRID","PODEMOS","PODEMOS","10"
"Andres Robles Chacon","0","congress","MADRID","PODEMOS","PODEMOS","11"
"Antonia Maria Quispe Ayala","1","congress","MADRID","PODEMOS","PODEMOS","12"
"Arturo Avila Patiño","0","congress","MADRID","PODEMOS","PODEMOS","13"
"Nerea Briones Pérez","1","congress","MADRID","PODEMOS","PODEMOS","14"
"Pablo Aldama Blanch","0","congress","MADRID","PODEMOS","PODEMOS","15"
"Lita Lucelinda Teran Serrano","1","congress","MADRID","PODEMOS","PODEMOS","16"
"Víctor Rey García","0","congress","MADRID","PODEMOS","PODEMOS","17"
"Ana Alvarez Rascón","1","congress","MADRID","PODEMOS","PODEMOS","18"
"Eric Federico Labuske Benyahya","0","congress","MADRID","PODEMOS","PODEMOS","19"
"Elizabeth Ruth Cordero Salas","1","congress","MADRID","PODEMOS","PODEMOS","20"
"Pedro Navazo Gimenez","0","congress","MADRID","PODEMOS","PODEMOS","21"
"María Eugenia Arevalo Rodriguez","1","congress","MADRID","PODEMOS","PODEMOS","22"
"Paul Harold Bustamante Simon","0","congress","MADRID","PODEMOS","PODEMOS","23"
"Esperanza Montero Maset","1","congress","MADRID","PODEMOS","PODEMOS","24"
"Adolfo Ranero Serrano","0","congress","MADRID","PODEMOS","PODEMOS","25"
"Ana Castaño Romero","1","congress","MADRID","PODEMOS","PODEMOS","26"
"Daniel Saavedra San Juan","0","congress","MADRID","PODEMOS","PODEMOS","27"
"Carmen Perez-Carballo Veiga","1","congress","MADRID","PODEMOS","PODEMOS","28"
"Oscar Peñas García","0","congress","MADRID","PODEMOS","PODEMOS","29"
"María Isabel Cabrera Sevilla","1","congress","MADRID","PODEMOS","PODEMOS","30"
"Carlos Rodriguez Sierra","0","congress","MADRID","PODEMOS","PODEMOS","31"
"Tania Rodríguez González","1","congress","MADRID","PODEMOS","PODEMOS","32"
"Jorge Lozano Mendoza","0","congress","MADRID","PODEMOS","PODEMOS","33"
"Esther Rodriguez Moreno","1","congress","MADRID","PODEMOS","PODEMOS","34"
"Carlos Fernádez Liria","0","congress","MADRID","PODEMOS","PODEMOS","35"
"Francisca Jodar Beltran","1","congress","MADRID","PODEMOS","PODEMOS","36"
"Pío García-Escudero Márquez","0","senate","MADRID","PARTIDO POPULAR","PP","1"
"María Rosa Vindel López","1","senate","MADRID","PARTIDO POPULAR","PP","2"
"Carlos Aragonés Mendiguchía","0","senate","MADRID","PARTIDO POPULAR","PP","3"
"María Carlota Merchán Mesón","1","senate","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Doménec Miquel Ruiz Devesa","0","senate","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Lydia Martínez Mora","1","senate","MADRID","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Antonio José Pezzi Acosta","0","senate","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","1"
"Carlos Rodriguez Alemany","0","senate","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","2"
"Eva Sagardoy Cayetano","1","senate","MADRID","CIUDADANOS-PARTIDO DE LA CIUDADANIA","C's","3"
"Fernando Savater ","0","senate","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Andrés Trapiello ","0","senate","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Magdalena Oliva Díaz","1","senate","MADRID","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Eva Abril Chaigne","1","senate","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","1"
"Jaldia Abuabarka Aueda","1","senate","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","2"
"Alberto Manuel Arregui Álava","0","senate","MADRID","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMUN","IU-UPeC","3"
"Ines Cortijo Castilla","1","senate","MADRID","PODEMOS","PODEMOS","1"
"Rosa Arauzo Quintero","1","senate","MADRID","PODEMOS","PODEMOS","2"
"Germán Cano Cuenca","0","senate","MADRID","PODEMOS","PODEMOS","3"
"Miguel Ángel Heredia Díaz","0","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Pilar Auxiliadora Serrano Boigas","1","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"José Andrés Torres Mora","0","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Alicia Murillo López","1","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","4"
"Ricardo Juan López Weeden","0","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","5"
"Desirée Rodríguez Ramírez","1","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","6"
"Fernando Salcedo Delgado","0","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","7"
"María Carmen Segura Belmonte","1","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","8"
"David Fernández Tirado","0","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","9"
"Isabel González Cueto","1","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","10"
"Enrique Domínguez Sánchez Lafuente","0","congress","MÁLAGA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","11"
"José María García Urbano","0","congress","MÁLAGA","PARTIDO POPULAR","PP","1"
"Celia Villalobos Talero","1","congress","MÁLAGA","PARTIDO POPULAR","PP","2"
"Carolina España Reina","1","congress","MÁLAGA","PARTIDO POPULAR","PP","3"
"Ángel Luis González Muñoz","0","congress","MÁLAGA","PARTIDO POPULAR","PP","4"
"Manuel Marmolejo Setién","0","congress","MÁLAGA","PARTIDO POPULAR","PP","5"
"Luis Verde Godoy","0","congress","MÁLAGA","PARTIDO POPULAR","PP","6"
"Jesús Ignacio Vázquez García","0","congress","MÁLAGA","PARTIDO POPULAR","PP","7"
"María Pilar Conde Maldonado","1","congress","MÁLAGA","PARTIDO POPULAR","PP","8"
"María Teresa Otero Cobos","1","congress","MÁLAGA","PARTIDO POPULAR","PP","9"
"Carmen Lucrecia López García","1","congress","MÁLAGA","PARTIDO POPULAR","PP","10"
"Jorge Salvador Hernández Moya","0","congress","MÁLAGA","PARTIDO POPULAR","PP","11"
"Irene Rivera Andrés","1","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"José Calle Fuentes","0","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Gabriel de Pablo Capel","0","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Antonio Molina Sánchez","0","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","4"
"María Susana Domínguez Salas","1","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","5"
"Vicente Sánchez Martínez","0","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","6"
"Jenny Rosiris Feal Amaya","1","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","7"
"Yolanda Gordillo Moreno","1","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","8"
"Ignacio Santiago Amador Cañardo","0","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","9"
"José Luis Guerrero Ruiz","0","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","10"
"María Jesús Pasadas Moreno","1","congress","MÁLAGA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","11"
"Manuel Huertas Cantero","0","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Antonio José Cabrera Rodríguez","0","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Guillermina Paniagua López","1","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Nazaret Lobato Gil","1","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"José Luis Jiménez de Prado","0","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"María Teresa García Gómez","1","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Miguel García Gil","0","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","7"
"Olivia Bueno Osuna","1","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","8"
"Antonio Luque Lara","0","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","9"
"Victoria Acosta Torres","1","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","10"
"Manuel Vaz Benítez","0","congress","MÁLAGA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","11"
